CASE_CODE,TITLE,REGULATION_ID,NOTIFICATION_DATE,SIMPL_PROC,LAST_DECISION_DATE,DEADLINE_DATE,NACE_CODE
M.4544,RANK / SIG,Council Regulation 139/2004,09-02-07,Y,15-03-07,16-03-07,"C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard, N.82.91 - Packaging activities, N.82.91 - Packaging activities"
M.4545,STATOIL / HYDRO,Council Regulation 139/2004,23-03-07,N,03-05-07,03-05-07,"B.06.1 - Extraction of crude petroleum, B.06.1 - Extraction of crude petroleum"
M.4547,KKR / PERMIRA / PROSIEBENSAT.1,Council Regulation 139/2004,18-01-07,N,22-02-07,22-02-07,"J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities"
M.4549,ABN-AMRO / ALLIANZ / SDU,Council Regulation 139/2004,31-01-07,Y,07-03-07,07-03-07,"C.18.1 - Printing and service activities related to printing, C.18.1 - Printing and service activities related to printing, J.58.19 - Other publishing activities, J.58.19 - Other publishing activities"
M.455,BANCO DE SANTANDER / BANESTO,Council Regulation 4064/89,06-05-94,N,13-06-94,13-06-94,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.4550,DOW CHEMICAL COMPANY / WOLFF WALSRODE,Council Regulation 139/2004,11-05-07,N,20-06-07,20-06-07,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms"
M.4551,GOLDMAN SACHS / ONEX / RAC,Council Regulation 139/2004,22-01-07,Y,22-02-07,26-02-07,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.4554,BERKSHIRE HATHAWAY / TTI,Council Regulation 139/2004,15-02-07,Y,21-03-07,22-03-07,"K.66.12 - Security and commodity contracts brokerage, K.66.12 - Security and commodity contracts brokerage"
M.4555,CNP ASSURANCES / SKANDIA VIDA,Council Regulation 139/2004,12-01-07,Y,16-02-07,16-02-07,"K.65.11 - Life insurance, K.65.11 - Life insurance, K.66.29 - Other activities auxiliary to insurance and pension funding, K.66.29 - Other activities auxiliary to insurance and pension funding"
M.4556,ADVENT / OXO GROUP,Council Regulation 139/2004,16-01-07,Y,20-02-07,20-02-07,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms, C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms"
M.4558,ALPHA PRIVATE EQUITY FUNDS / NON FERROUS INTERNATIONAL GROUP,Council Regulation 139/2004,19-01-07,Y,22-02-07,23-02-07,"G.46.77 - Wholesale of waste and scrap, G.46.77 - Wholesale of waste and scrap"
M.4559,BALFOUR BEATTY / GALAXY / EXETER AIRPORT,Council Regulation 139/2004,05-02-07,Y,12-03-07,12-03-07,"F.41.20 - Construction of residential and non-residential buildings, F.41.20 - Construction of residential and non-residential buildings, H.51 - Air transport, H.51 - Air transport"
M.4560,ONEX / EASTMAN KODAK HEALTH GROUP,Council Regulation 139/2004,14-02-07,Y,15-03-07,21-03-07,"C.32.5 - Manufacture of medical and dental instruments and supplies, C.32.5 - Manufacture of medical and dental instruments and supplies"
M.4561,GE / SMITHS AEROSPACE,Council Regulation 139/2004,14-03-07,N,23-04-07,23-04-07,"C.27.12 - Manufacture of electricity distribution and control apparatus, C.27.12 - Manufacture of electricity distribution and control apparatus"
M.4562,S&B; / HALLIBURTON / CEBO JV,Council Regulation 139/2004,09-03-07,N,18-04-07,18-04-07,"C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c."
M.4564,BRIDGESTONE  / BANDAG,Council Regulation 139/2004,17-04-07,N,29-05-07,29-05-07,"C.22.11 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres, C.22.11 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres"
M.4565,CERBERUS / BAWAG,Council Regulation 139/2004,29-01-07,Y,28-02-07,05-03-07,"K.64.1 - Monetary intermediation, K.64.1 - Monetary intermediation, K.64.91 - Financial leasing, K.64.91 - Financial leasing, K.65.11 - Life insurance, K.65.11 - Life insurance"
M.4566,CARREFOUR-MARINOPOULOS / CREDICOM / CMCC,Council Regulation 139/2004,18-01-07,Y,22-02-07,22-02-07,"G.47.2 - Retail sale of food, beverages and tobacco in specialised stores, G.47.2 - Retail sale of food, beverages and tobacco in specialised stores, K.64.92 - Other credit granting, K.64.92 - Other credit granting"
M.4569,GE / ABBOTT DIAGNOSTICS DIVISION,Council Regulation 139/2004,15-03-07,N,24-04-07,24-04-07,"C.32.5 - Manufacture of medical and dental instruments and supplies, C.32.5 - Manufacture of medical and dental instruments and supplies"
M.457,ROCHE / SYNTEX,Council Regulation 4064/89,16-05-94,N,20-06-94,20-06-94,"C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations"
M.4570,AREVA / REPOWER,Council Regulation 139/2004,30-01-07,Y,02-03-07,06-03-07,"C.28.1 - Manufacture of general-purpose machinery, C.28.1 - Manufacture of general-purpose machinery"
M.4571,SWISS LIFE / CAPITALLEBEN,Council Regulation 139/2004,16-02-07,Y,19-03-07,23-03-07,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.4572,VINNOLIT / INEOS CV SPECIALTY PVC BUSINESS,Council Regulation 139/2004,21-05-07,N,26-06-07,26-06-07,"C.20.16 - Manufacture of plastics in primary forms, C.20.16 - Manufacture of plastics in primary forms"
M.4573,CANDOVER / PARQUES REUNIDOS,Council Regulation 139/2004,05-02-07,Y,12-03-07,12-03-07,"R.93.21 - Activities of amusement parks and theme parks, R.93.21 - Activities of amusement parks and theme parks"
M.4575,RICOH / IBM,Council Regulation 139/2004,28-02-07,Y,04-04-07,04-04-07,"G.46.66 - Wholesale of other office machinery and equipment, G.46.66 - Wholesale of other office machinery and equipment"
M.4576,AVR / VAN GANSEWINKEL,Council Regulation 139/2004,27-02-07,N,03-04-07,03-04-07,"E.38.1 - Waste collection, E.38.1 - Waste collection"
M.4577,BLACKSTONE / CARDINAL HEALTH (PTS DIVISION),Council Regulation 139/2004,28-02-07,Y,03-04-07,04-04-07,"C.21.1 - Manufacture of basic pharmaceutical products, C.21.1 - Manufacture of basic pharmaceutical products"
M.4578,LBO FRANCE / SANTE PARTENAIRES,Council Regulation 139/2004,01-02-07,Y,08-03-07,08-03-07,"Q.86.10 - Hospital activities, Q.86.10 - Hospital activities"
M.4579,INVESTOR / MORGAN STANLEY / MÖLNLYCKE,Council Regulation 139/2004,20-02-07,N,27-03-07,27-03-07,"G.47.7 - Retail sale of other goods in specialised stores, G.47.7 - Retail sale of other goods in specialised stores"
M.458,ELECTROLUX / AEG,Council Regulation 4064/89,17-05-94,N,21-06-94,21-06-94,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.4580,OEP / DAILYCER,Council Regulation 139/2004,19-02-07,Y,26-03-07,26-03-07,"C.10 - Manufacture of food products, C.10 - Manufacture of food products"
M.4581,IMPERIAL TOBACCO / ALTADIS,Council Regulation 139/2004,30-08-07,N,18-10-07,,"C.12.00 - Manufacture of tobacco products, C.12.00 - Manufacture of tobacco products, C.12.00 - Manufacture of tobacco products"
M.4582,HTA / CDPQ / GICSI / BUDAPEST AIRPORT,Council Regulation 139/2004,08-02-07,Y,15-03-07,15-03-07,"H.51 - Air transport, H.51 - Air transport"
M.4583,DEUTSCHE POST / METRO / GS1 GERMANY / JV,Council Regulation 139/2004,01-03-07,Y,10-04-07,10-04-07,"J.62.09 - Other information technology and computer service activities, J.62.09 - Other information technology and computer service activities"
M.4584,KARSTADTQUELLE / THOMAS COOK,Council Regulation 139/2004,19-02-07,Y,26-03-07,26-03-07,
M.4585,BMW INTEC / DEKRA SÜDLEASING SERVICES,Council Regulation 139/2004,16-02-07,Y,23-03-07,23-03-07,"K.64.91 - Financial leasing, K.64.91 - Financial leasing"
M.4586,NUTRILUX / PROVIMI,Council Regulation 139/2004,19-02-07,Y,21-03-07,26-03-07,"A.01.4 - Animal production, A.01.4 - Animal production"
M.4588,PETROPLUS / CORYTON REFINERY BUSINESS,Council Regulation 139/2004,19-03-07,N,26-04-07,26-04-07,"B.06 - Extraction of crude petroleum and natural gas, B.06 - Extraction of crude petroleum and natural gas"
M.4589,DELTA LLOYD / ERASMUS GROEP,Council Regulation 139/2004,16-02-07,Y,23-03-07,23-03-07,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.459,CINVEN / BCI / BP NUTRITION DIVISION,Council Regulation 4064/89,26-08-94,N,29-09-94,29-09-94,"C.10 - Manufacture of food products, C.10 - Manufacture of food products"
M.4590,REWE / DELVITA,Council Regulation 139/2004,16-03-07,N,25-04-07,25-04-07,"G.47.1 - Retail sale in non-specialised stores, G.47.1 - Retail sale in non-specialised stores"
M.4591,WEATHER INVESTMENTS / HELLAS TELECOMMUNICATIONS,Council Regulation 139/2004,28-02-07,N,04-04-07,04-04-07,"J.61 - Telecommunications, J.61 - Telecommunications"
M.4592,CITIBANK / EGG BANK,Council Regulation 139/2004,23-02-07,Y,30-03-07,30-03-07,"K - Financial and insurance activities, K - Financial and insurance activities"
M.4593,VOESTALPINE / DANCKE,Council Regulation 139/2004,04-04-07,Y,16-05-07,16-05-07,"C.25.1 - Manufacture of structural metal products, C.25.1 - Manufacture of structural metal products"
M.4594,OEP / ARVINMERITOR Emissions Technologies Business,Council Regulation 139/2004,02-03-07,Y,10-04-07,11-04-07,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.4595,VESTAR / CARLYLE / AZ,Council Regulation 139/2004,22-02-07,Y,27-03-07,29-03-07,"C.20.5 - Manufacture of other chemical products, C.20.5 - Manufacture of other chemical products"
M.4596,WÄRTSILÄ TECHNOLOGY / HYUNDAI HEAVY INDUSTRIES / JV,Council Regulation 139/2004,03-05-07,N,13-06-07,13-06-07,"C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines, C.28.11 - Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
M.4597,GROUPE ARNAULT / GO VOYAGES,Council Regulation 139/2004,19-02-07,Y,26-03-07,26-03-07,"N.79.12 - Tour operator activities, N.79.12 - Tour operator activities"
M.4598,SAGARD / COGNETAS / GROUPE SAINT-GOBAIN DESJONCQUERES,Council Regulation 139/2004,22-02-07,Y,27-03-07,29-03-07,"C.23.1 - Manufacture of glass and glass products, C.23.1 - Manufacture of glass and glass products"
M.4599,RWE POWER / CARBON / JV,Council Regulation 139/2004,10-05-07,Y,18-06-07,19-06-07,"M.74.9 - Other professional, scientific and technical activities n.e.c., M.74.9 - Other professional, scientific and technical activities n.e.c."
M.460,HOLDERCIM / CEDEST,Council Regulation 4064/89,24-05-94,N,06-07-94,06-07-94,"C.23.5 - Manufacture of cement, lime and plaster, C.23.5 - Manufacture of cement, lime and plaster"
M.4600,TUI / FIRST CHOICE,Council Regulation 139/2004,04-04-07,N,04-06-07,,"N.79.12 - Tour operator activities, N.79.12 - Tour operator activities, N.79.12 - Tour operator activities"
M.4601,KARSTADTQUELLE / MYTRAVEL,Council Regulation 139/2004,26-03-07,N,04-05-07,04-05-07,"N.79.12 - Tour operator activities, N.79.12 - Tour operator activities"
M.4602,ATLAS COPCO / DYNAPAC,Council Regulation 139/2004,18-04-07,Y,29-05-07,30-05-07,"C.28.92 - Manufacture of machinery for mining, quarrying and construction, C.28.92 - Manufacture of machinery for mining, quarrying and construction"
M.4603,EQT / CBR,Council Regulation 139/2004,08-03-07,Y,13-04-07,17-04-07,"G.46.42 - Wholesale of clothing and footwear, G.46.42 - Wholesale of clothing and footwear"
M.4604,CAPMAN / WALKI WISA,Council Regulation 139/2004,20-04-07,Y,31-05-07,01-06-07,"C.17 - Manufacture of paper and paper products, C.17 - Manufacture of paper and paper products"
M.4605,HINDALCO / NOVELIS,Council Regulation 139/2004,28-03-07,N,08-05-07,08-05-07,"C.24.42 - Aluminium production, C.24.42 - Aluminium production"
M.4607,INM / PROVIDENCE / CAP II / APN,Council Regulation 139/2004,06-03-07,Y,12-04-07,13-04-07,"J.58.13 - Publishing of newspapers, J.58.13 - Publishing of newspapers"
M.4608,SIEMENS / UGS CORPORATION,Council Regulation 139/2004,21-03-07,N,27-04-07,30-04-07,"J.58.29 - Other software publishing, J.58.29 - Other software publishing"
M.4609,SHELL / COLLER CAPITAL / STV,Council Regulation 139/2004,22-02-07,Y,29-03-07,29-03-07,"M.72.19 - Other research and experimental development on natural sciences and engineering, M.72.19 - Other research and experimental development on natural sciences and engineering"
M.4610,TPG V / APOLLO / HARRAH's,Council Regulation 139/2004,28-02-07,Y,04-04-07,04-04-07,"R.92.00 - Gambling and betting activities, R.92.00 - Gambling and betting activities"
M.4611,EGMONT / BONNIER (BOOKS),Council Regulation 139/2004,27-08-07,N,15-10-07,,"J.58.11 - Book publishing, J.58.11 - Book publishing, J.58.11 - Book publishing"
M.4612,ACCOR / PIERRE ET VACANCES / NEWCITY JV,Council Regulation 139/2004,31-05-07,N,04-07-07,05-07-07,"I.55.10 - Hotels and similar accommodation, I.55.10 - Hotels and similar accommodation"
M.4613,EURAZEO SA / APCOA PARKING HOLDINGS GMBH,Council Regulation 139/2004,13-03-07,N,20-04-07,20-04-07,"H.52.2 - Support activities for transportation, H.52.2 - Support activities for transportation, N.77.11 - Renting and leasing of cars and light motor vehicles, N.77.11 - Renting and leasing of cars and light motor vehicles"
M.4614,ED&F; MAN / BROMACOM,Council Regulation 139/2004,20-03-07,Y,25-04-07,27-04-07,"G.46.46 - Wholesale of pharmaceutical goods, G.46.46 - Wholesale of pharmaceutical goods"
M.4615,MERLIN / TUSSAUDS,Council Regulation 139/2004,19-03-07,N,26-04-07,26-04-07,"R.93.21 - Activities of amusement parks and theme parks, R.93.21 - Activities of amusement parks and theme parks"
M.4616,HOME RETAIL / DURINICUM / OGALAS,Council Regulation 139/2004,12-03-07,Y,13-04-07,19-04-07,"G.47.1 - Retail sale in non-specialised stores, G.47.1 - Retail sale in non-specialised stores"
M.4617,NUTRECO / BASF,Council Regulation 139/2004,21-08-07,N,25-09-07,25-09-07,"C.10.9 - Manufacture of prepared animal feeds, C.10.9 - Manufacture of prepared animal feeds"
M.4619,SCOR / CONVERIUM,Council Regulation 139/2004,13-03-07,Y,20-04-07,20-04-07,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.4620,SWISSCOM / FASTWEB,Council Regulation 139/2004,29-03-07,Y,10-05-07,10-05-07,"J.61 - Telecommunications, J.61 - Telecommunications"
M.4621,3i / ENTERPRISE,Council Regulation 139/2004,26-03-07,Y,26-04-07,04-05-07,"O.84.2 - Provision of services to the community as a whole, O.84.2 - Provision of services to the community as a whole"
M.4622,ACCOR / GROUPAMA,Council Regulation 139/2004,27-03-07,Y,04-05-07,07-05-07,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.4623,VINCI CONSTRUCTION / SOLETANCHE,Council Regulation 139/2004,19-06-07,N,24-07-07,24-07-07,"F.41.20 - Construction of residential and non-residential buildings, F.41.20 - Construction of residential and non-residential buildings, F.42.91 - Construction of water projects, F.42.91 - Construction of water projects, F.43.1 - Demolition and site preparation, F.43.1 - Demolition and site preparation"
M.4624,EQT / SCANDIC,Council Regulation 139/2004,16-03-07,N,25-04-07,25-04-07,"I.55.10 - Hotels and similar accommodation, I.55.10 - Hotels and similar accommodation"
M.4625,APOLLO GROUP / COUNTRYWIDE,Council Regulation 139/2004,26-03-07,Y,02-05-07,04-05-07,"L.68.31 - Real estate agencies, L.68.31 - Real estate agencies"
M.4626,BP / REPSOL / JV,Council Regulation 139/2004,,N,21-08-07,,
M.4628,SALZGITTER / VALLOUREC,Council Regulation 139/2004,21-05-07,N,26-06-07,26-06-07,"C.24.20 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel, C.24.20 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel"
